status,age_group,education,industry,location,ai_risk,years_of_experience,monthly_salary_inr,date_recorded
employed,45-54,Master,,Delhi,High,9.0,131600.0,2026-07-28
UNEMPLOYED,35 - 44,PhD,Healthcare,Bangalore,High,,49000.0,2026-07-29
UNEMPLOYED,25_34,Ph.D,Finance,Delhi,low,16.0,49200.0,2026-07-30
,18-24,PhD,Finance,Hyderabad,low,18.0,31700.0,2026-07-31
employed,25-34,High School,Tech,urban,low,11.0,126300.0,2026-08-03
employed,25-34,,Finance,Delhi,,,120300.0,2026-08-04
Unemployed,55+,Ph.D,Retail,Hyderabad,Low,7.0,65800.0,2026-08-05
EMPLOYED,18 to 24,PhD,Technology,suburban,High,,100300.0,2026-08-08
,35 - 44,Bachelors,Finance,urban,moderate,,74300.0,2026-08-09
employed,35 - 44,Masters,Technology,,moderate,,77100.0,2026-08-10
,,high school,Retail,Delhi,Medium,,91200.0,2026-08-11
Employed,18-24,high school,Technology,Mumbai,Low,10.0,51800.0,2026-08-12
Unemployed,45-54,Master,Technology,Mumbai,,,90700.0,2026-08-13
Employed,18 to 24,Master,Finance,Delhi,,25.0,103400.0,2026-08-14
Unemployed,35 - 44,Masters,Health,Delhi,low,,24500.0,2026-08-15
,35 - 44,Bachelor's,Retail,rural,Medium,,42200.0,2026-08-16
UNEMPLOYED,25-34,Ph.D,Retail,,low,20.0,6700.0,2026-08-17
EMPLOYED,18-24,,Health,Bangalore,Medium,,137000.0,2026-08-18
Unemployed,18 to 24,Masters,Finance,suburban,,14.0,97800.0,2026-08-19
employed,35 - 44,PhD,Tech,Mumbai,Low,,69800.0,2026-08-20
employed,35 - 44,Master,Healthcare,rural,,,39000.0,2026-08-21
unemployed,,Bachelor's,Retail,urban,moderate,,85800.0,2026-08-22
EMPLOYED,55+,Diploma,Retail,rural,,15.0,56400.0,2026-08-23
unemployed,25_34,High School,Retail,urban,Low,10.0,78100.0,2026-08-24
EMPLOYED,18-24,Masters,,rural,,,46100.0,2026-08-25
unemployed,45-54,,Fintech,,,,36400.0,2026-08-26
Unemployed,35 - 44,Bachelors,Technology,Delhi,HIGH,,12500.0,2026-08-27
UNEMPLOYED,18-24,Masters,,Delhi,moderate,18.0,91800.0,2026-08-28
unemployed,,Master,Healthcare,Bangalore,low,,83800.0,2026-08-29
Employed,25-34,High School,Education,,,,64900.0,2026-08-31
UNEMPLOYED,18-24,Bachelors,Fintech,urban,High,21.0,100700.0,2026-09-01
employed,18-24,high school,Healthcare,rural,,,66400.0,2026-09-02
Unemployed,25_34,Bachelor's,Tech,Mumbai,moderate,11.0,92000.0,2026-09-03
UNEMPLOYED,,Ph.D,Education,suburban,moderate,,55500.0,2026-09-04
UNEMPLOYED,55+,Ph.D,Education,rural,moderate,18.0,12700.0,2026-09-05
Employed,45-54,Diploma,Technology,suburban,High,18.0,44400.0,2026-09-06
UNEMPLOYED,18 to 24,Master,Healthcare,rural,Low,8.0,116200.0,2026-09-07
EMPLOYED,18 to 24,PhD,Finance,,moderate,,73900.0,2026-09-08
EMPLOYED,,high school,,,,,85700.0,2026-09-09
,,Masters,,Bangalore,Low,,85300.0,2026-09-12
,55+,,Retail,suburban,,,93500.0,2026-09-13
Unemployed,35 - 44,Master,Retail,Delhi,High,3.0,88100.0,2026-09-14
unemployed,45-54,Bachelor's,Healthcare,rural,moderate,13.0,72700.0,2026-09-17
EMPLOYED,45-54,Masters,Healthcare,Delhi,HIGH,16.0,27300.0,2026-09-18
UNEMPLOYED,18-24,Bachelors,Retail,Urban,High,26.0,127000.0,2026-09-19
unemployed,25_34,high school,Fintech,Urban,Low,,57900.0,2026-09-20
,,Masters,Healthcare,Mumbai,Medium,,11000.0,2026-09-21
Unemployed,45-54,High School,Healthcare,Bangalore,Medium,8.0,42200.0,2026-09-22
Unemployed,18-24,High School,Retail,Urban,,,49000.0,2026-09-24
Employed,25-34,Masters,Retail,Mumbai,Low,9.0,19100.0,2026-09-25
UNEMPLOYED,18-24,PhD,Retail,Delhi,Medium,18.0,75900.0,2026-09-28
employed,25_34,Bachelors,,rural,,,118400.0,2026-09-29
Employed,25-34,Ph.D,Retail,Mumbai,Low,,131100.0,2026-10-01
Unemployed,18 to 24,,,suburban,Low,,126100.0,2026-10-03
employed,25_34,Master,Finance,Delhi,HIGH,22.0,71500.0,2026-10-04
,,high school,Education,,moderate,6.0,45400.0,2026-10-05
employed,45-54,,Healthcare,Mumbai,Medium,5.0,75400.0,2026-10-06
unemployed,45-54,Ph.D,Retail,Delhi,,,92500.0,2026-10-07
unemployed,18 to 24,Bachelor's,Tech,Delhi,Low,28.0,39500.0,2026-10-08
employed,18-24,Bachelor's,,rural,Low,,45200.0,2026-10-09
EMPLOYED,55+,Bachelor's,Retail,Mumbai,low,,135200.0,2026-10-11
employed,,Diploma,Education,Delhi,Low,,44600.0,2026-10-12
employed,18-24,Diploma,Education,rural,Low,20.0,96900.0,2026-10-13
unemployed,18 to 24,Bachelors,Technology,,,20.0,94400.0,2026-10-14
,25_34,Master,Health,Hyderabad,,25.0,9800.0,2026-10-15
Employed,55+,PhD,Fintech,Mumbai,Low,,114400.0,2026-10-17
EMPLOYED,18 to 24,Diploma,Health,Urban,High,,118000.0,2026-10-18
Employed,55+,,Retail,suburban,Medium,,19900.0,2026-10-20
Employed,25_34,High School,Retail,Mumbai,low,5.0,133700.0,2026-10-22
Employed,,Bachelors,,Urban,low,3.0,62000.0,2026-10-24
unemployed,,PhD,Retail,,Low,21.0,141000.0,2026-10-26
Unemployed,18-24,Bachelor's,Technology,Urban,,,58500.0,2026-10-27
EMPLOYED,18 to 24,high school,Retail,Urban,moderate,20.0,15600.0,2026-10-28
Employed,45-54,Master,Health,Hyderabad,High,,12600.0,2026-10-29
UNEMPLOYED,45-54,High School,,,Medium,26.0,39400.0,2026-10-30
Unemployed,18 to 24,high school,Technology,suburban,moderate,30.0,52100.0,2026-10-31
unemployed,55+,Bachelors,Education,Bangalore,HIGH,,18500.0,2026-11-01
UNEMPLOYED,18 to 24,Bachelors,Health,Bangalore,Low,,95300.0,2026-11-02
employed,18 to 24,Masters,Fintech,urban,,30.0,68900.0,2026-11-03
unemployed,,Ph.D,Finance,urban,Medium,0.0,80500.0,2026-11-04
,25_34,High School,Finance,urban,Low,,52500.0,2026-11-06
unemployed,18 to 24,Diploma,Fintech,urban,,20.0,80400.0,2026-11-07
Unemployed,45-54,Master,Health,Delhi,High,,74800.0,2026-11-08
employed,,High School,,Bangalore,HIGH,,141700.0,2026-11-09
Unemployed,35 - 44,High School,Retail,Hyderabad,,,14000.0,2026-11-11
employed,25-34,PhD,Healthcare,suburban,High,8.0,45700.0,2026-11-14
UNEMPLOYED,18-24,High School,Fintech,urban,low,,44000.0,2026-11-15
unemployed,18 to 24,Master,Technology,Mumbai,Medium,,126100.0,2026-11-16
Unemployed,18 to 24,Ph.D,,Mumbai,moderate,,141500.0,2026-11-18
Unemployed,18-24,Master,Healthcare,urban,Medium,,9700.0,2026-11-19
unemployed,35 - 44,Bachelor's,Retail,Urban,,,30500.0,2026-11-20
Unemployed,35 - 44,high school,Retail,rural,low,5.0,63300.0,2026-11-21
,55+,Diploma,Technology,Hyderabad,,24.0,100000.0,2026-11-22
unemployed,25_34,Diploma,,Bangalore,HIGH,,145200.0,2026-11-23
EMPLOYED,45-54,PhD,Fintech,,HIGH,24.0,22000.0,2026-11-25
UNEMPLOYED,18 to 24,Bachelor's,Tech,suburban,High,,116100.0,2026-11-27
Unemployed,18-24,PhD,Health,rural,Low,24.0,122900.0,2026-11-28
unemployed,18-24,,,suburban,High,22.0,19800.0,2026-11-29
employed,18-24,PhD,Health,rural,,,123600.0,2026-12-01
employed,,,Finance,suburban,Medium,,27300.0,2026-12-02
Employed,25_34,Masters,Fintech,Hyderabad,moderate,,11500.0,2026-12-03
employed,55+,Master,Retail,Bangalore,,23.0,76200.0,2026-12-04
unemployed,25_34,high school,Tech,Bangalore,Low,30.0,103900.0,2026-12-05
UNEMPLOYED,55+,High School,Technology,Mumbai,,13.0,58900.0,2026-12-06
employed,18 to 24,Ph.D,Tech,Hyderabad,High,,44900.0,2026-12-07
UNEMPLOYED,25-34,Bachelors,Healthcare,,,18.0,122600.0,2026-12-08
Unemployed,25_34,High School,Finance,suburban,Low,30.0,19300.0,2026-12-09
employed,25_34,Diploma,Fintech,Delhi,moderate,,11700.0,2026-12-10
,,Ph.D,Retail,rural,moderate,,117200.0,2026-12-11
Unemployed,18-24,Ph.D,Education,Hyderabad,Medium,,143100.0,2026-12-12
EMPLOYED,25-34,Bachelors,,urban,Medium,,98200.0,2026-12-13
EMPLOYED,45-54,Diploma,Technology,Bangalore,HIGH,30.0,109500.0,2026-12-14
Employed,18-24,Diploma,Finance,Mumbai,High,28.0,124100.0,2026-12-15
Unemployed,18-24,High School,Retail,Delhi,,1.0,10700.0,2026-12-16
Employed,55+,Ph.D,Healthcare,Urban,HIGH,,58300.0,2026-12-17
UNEMPLOYED,55+,Diploma,Retail,Mumbai,moderate,,132200.0,2026-12-19
Employed,35 - 44,Masters,,rural,Low,3.0,141500.0,2026-12-21
unemployed,35 - 44,,Healthcare,urban,moderate,10.0,142300.0,2026-12-22
Employed,18-24,,Tech,Bangalore,HIGH,7.0,107400.0,2026-12-24
Employed,25_34,Bachelors,,Mumbai,low,6.0,31200.0,2026-12-25
UNEMPLOYED,,PhD,Finance,Hyderabad,low,25.0,76500.0,2026-12-26
Employed,,Masters,Education,Hyderabad,Low,,72700.0,2026-12-27
,45-54,Master,Health,rural,Low,6.0,60300.0,2026-12-28
Employed,45-54,high school,Retail,Urban,low,12.0,113500.0,2026-12-29
unemployed,,,Tech,Hyderabad,moderate,28.0,51000.0,2026-12-30
EMPLOYED,25-34,Bachelor's,Technology,Delhi,low,29.0,146700.0,2026-12-31
Unemployed,18-24,PhD,Finance,Urban,,,34300.0,2027-01-01
employed,25_34,Masters,Tech,Hyderabad,High,24.0,27900.0,2027-01-02
Employed,45-54,Master,,Delhi,HIGH,1.0,51500.0,2027-01-04
UNEMPLOYED,35 - 44,Masters,Retail,Bangalore,low,,32800.0,2027-01-05
employed,25-34,Master,Retail,Bangalore,moderate,4.0,97900.0,2027-01-06
unemployed,18-24,Masters,Fintech,rural,,,104200.0,2027-01-07
employed,18 to 24,Master,Fintech,rural,low,27.0,61300.0,2027-01-09
Unemployed,18-24,Bachelor's,Fintech,suburban,HIGH,14.0,119300.0,2027-01-11
Unemployed,,Ph.D,Health,Urban,moderate,25.0,22100.0,2027-01-12
,18 to 24,Ph.D,Tech,rural,Low,,46100.0,2027-01-13
Unemployed,25_34,high school,,suburban,High,,28700.0,2027-01-15
EMPLOYED,,Bachelor's,,urban,Low,26.0,62700.0,2027-01-16
UNEMPLOYED,,high school,Retail,suburban,Medium,,93000.0,2027-01-17
employed,18-24,,Health,suburban,Medium,,52300.0,2027-01-18
UNEMPLOYED,45-54,Diploma,Retail,Urban,Low,,147000.0,2027-01-19
employed,55+,Ph.D,Retail,urban,High,,78600.0,2027-01-21
Unemployed,25_34,high school,Retail,suburban,High,22.0,114600.0,2027-01-23
,55+,Diploma,Tech,Bangalore,High,,94400.0,2027-01-24
,35 - 44,,Tech,suburban,High,13.0,53300.0,2027-01-25
unemployed,,High School,Retail,Bangalore,Medium,,21400.0,2027-01-26
UNEMPLOYED,35 - 44,Bachelors,Finance,Urban,Low,,135700.0,2027-01-27
UNEMPLOYED,45-54,Ph.D,Technology,Bangalore,HIGH,21.0,112400.0,2027-01-28
UNEMPLOYED,25-34,High School,Healthcare,Mumbai,Low,18.0,20700.0,2027-01-29
employed,45-54,high school,Tech,suburban,HIGH,,50100.0,2027-01-31
,,Bachelors,Technology,Hyderabad,Medium,,113000.0,2027-02-01
EMPLOYED,35 - 44,Diploma,Retail,Bangalore,,16.0,20900.0,2027-02-03
Employed,18 to 24,Bachelors,Finance,rural,High,26.0,113400.0,2027-02-04
UNEMPLOYED,25-34,Diploma,Fintech,rural,,8.0,126000.0,2027-02-05
EMPLOYED,18-24,Bachelor's,Retail,Delhi,moderate,27.0,136600.0,2027-02-06
Employed,18 to 24,Bachelors,Fintech,suburban,Medium,,8400.0,2027-02-07
Employed,25-34,Bachelors,Retail,Urban,low,18.0,143900.0,2027-02-08
employed,35 - 44,Bachelors,Tech,Hyderabad,HIGH,30.0,9400.0,2027-02-09
EMPLOYED,18 to 24,High School,Fintech,,,9.0,80800.0,2027-02-11
unemployed,25_34,Masters,Retail,Urban,High,11.0,66000.0,2027-02-12
,25_34,Master,Healthcare,Delhi,Low,17.0,30000.0,2027-02-13
unemployed,55+,Master,Retail,urban,Low,,99200.0,2027-02-14
UNEMPLOYED,55+,Master,Technology,urban,,18.0,146000.0,2027-02-15
,35 - 44,PhD,Fintech,rural,,,57600.0,2027-02-16
employed,,Diploma,Retail,urban,HIGH,13.0,95200.0,2027-02-17
unemployed,45-54,Ph.D,Retail,rural,low,20.0,36100.0,2027-02-18
UNEMPLOYED,18-24,high school,Technology,Hyderabad,High,,47300.0,2027-02-19
unemployed,18-24,Master,Education,urban,HIGH,29.0,103200.0,2027-02-20
EMPLOYED,45-54,Bachelor's,Finance,Hyderabad,Medium,,94000.0,2027-02-22
employed,55+,Diploma,,rural,moderate,,35100.0,2027-02-23
UNEMPLOYED,55+,Bachelor's,Finance,suburban,,,104700.0,2027-02-24
UNEMPLOYED,35 - 44,Bachelor's,Tech,Mumbai,moderate,0.0,118800.0,2027-02-25
Employed,,High School,Fintech,Urban,Medium,19.0,114300.0,2027-02-26
Employed,,Diploma,Healthcare,Mumbai,,,95200.0,2027-03-02
Employed,18-24,Bachelor's,Retail,Delhi,High,,123900.0,2027-03-03
EMPLOYED,25-34,Bachelor's,Retail,Hyderabad,,29.0,136500.0,2027-03-04
UNEMPLOYED,18-24,,Retail,urban,Medium,12.0,105100.0,2027-03-05
Employed,18-24,high school,Retail,Bangalore,Medium,7.0,85100.0,2027-03-06
EMPLOYED,18-24,PhD,Health,rural,High,7.0,100800.0,2027-03-07
employed,18-24,Bachelors,,Urban,,,27200.0,2027-03-08
UNEMPLOYED,18-24,Diploma,Technology,Mumbai,moderate,0.0,51100.0,2027-03-09
UNEMPLOYED,55+,Bachelors,Fintech,rural,High,7.0,79200.0,2027-03-10
unemployed,45-54,Bachelors,Technology,Hyderabad,HIGH,,10700.0,2027-03-11
employed,,Diploma,Retail,Hyderabad,Medium,8.0,91300.0,2027-03-12
Unemployed,45-54,Bachelors,Health,Delhi,Low,,65200.0,2027-03-13
employed,55+,Masters,,urban,,13.0,98700.0,2027-03-14
employed,55+,Bachelors,Technology,Delhi,Medium,,59500.0,2027-03-15
unemployed,55+,PhD,Tech,Hyderabad,Low,1.0,138300.0,2027-03-16
Employed,18-24,high school,Retail,rural,,9.0,43500.0,2027-03-17
,25_34,Ph.D,Finance,Bangalore,moderate,,9400.0,2027-03-18
Unemployed,18 to 24,,Tech,Delhi,Medium,1.0,34800.0,2027-03-19
,45-54,Bachelors,Healthcare,Mumbai,Low,24.0,126400.0,2027-03-20
unemployed,45-54,Bachelor's,Healthcare,Urban,HIGH,25.0,79900.0,2027-03-22
unemployed,,Diploma,Education,Hyderabad,High,,69000.0,2027-03-23
EMPLOYED,25_34,Ph.D,Healthcare,,High,,101400.0,2027-03-24
unemployed,25-34,High School,Technology,Hyderabad,High,2.0,46000.0,2027-03-25
unemployed,35 - 44,high school,Healthcare,Urban,low,,131800.0,2027-03-26
UNEMPLOYED,18 to 24,High School,Tech,Mumbai,low,,149100.0,2027-03-27
Unemployed,,Bachelors,Finance,Mumbai,,,35600.0,2027-03-28
,25_34,PhD,Fintech,rural,,27.0,77100.0,2027-03-29
UNEMPLOYED,18 to 24,Bachelors,Healthcare,suburban,Medium,,56400.0,2027-03-30
Unemployed,25_34,Bachelor's,Retail,Mumbai,High,18.0,83000.0,2027-03-31
employed,18 to 24,Diploma,Tech,suburban,HIGH,10.0,21400.0,2027-04-01
Employed,,High School,Tech,Mumbai,,20.0,82600.0,2027-04-02
Employed,55+,Ph.D,Finance,urban,low,,106100.0,2027-04-03
Employed,25_34,High School,Fintech,Hyderabad,low,24.0,29900.0,2027-04-05
unemployed,25_34,Bachelors,Finance,Hyderabad,moderate,,125600.0,2027-04-06
Unemployed,55+,Diploma,Health,Hyderabad,Medium,,22700.0,2027-04-08
unemployed,18-24,High School,Fintech,Hyderabad,HIGH,6.0,138500.0,2027-04-09
EMPLOYED,18-24,high school,Education,Bangalore,HIGH,25.0,12100.0,2027-04-10
unemployed,,high school,Finance,rural,High,1.0,19800.0,2027-04-12
EMPLOYED,25-34,High School,Technology,,HIGH,16.0,119600.0,2027-04-13
Unemployed,45-54,,,Delhi,low,,22500.0,2027-04-14
,35 - 44,Bachelor's,Retail,rural,,,149300.0,2027-04-15
,25-34,High School,Retail,urban,Low,12.0,109300.0,2027-04-16
Employed,18-24,Bachelors,Education,,HIGH,,112600.0,2027-04-17
Employed,25-34,Diploma,Technology,Mumbai,low,15.0,132900.0,2027-04-18
unemployed,18 to 24,Ph.D,Fintech,Mumbai,HIGH,,57400.0,2027-04-20
EMPLOYED,35 - 44,,Retail,Mumbai,moderate,1.0,54900.0,2027-04-21
unemployed,25_34,Ph.D,Healthcare,suburban,Medium,7.0,68300.0,2027-04-23
EMPLOYED,35 - 44,High School,Retail,Bangalore,Low,17.0,68700.0,2027-04-24
unemployed,25_34,PhD,Healthcare,urban,low,10.0,90800.0,2027-04-25
,45-54,Master,Retail,Urban,,,91400.0,2027-04-26
Unemployed,18 to 24,Master,,suburban,Low,29.0,115000.0,2027-04-27
EMPLOYED,18-24,Bachelor's,Retail,Urban,High,5.0,87200.0,2027-04-28
Unemployed,35 - 44,,Fintech,rural,HIGH,,100100.0,2027-04-29
UNEMPLOYED,25-34,Bachelor's,Fintech,urban,,,58000.0,2027-04-30
UNEMPLOYED,55+,Bachelor's,Finance,Mumbai,moderate,21.0,123600.0,2027-05-02
Unemployed,35 - 44,Diploma,Retail,,High,21.0,141100.0,2027-05-03
Employed,25-34,Masters,Retail,Delhi,HIGH,,80700.0,2027-05-05
Unemployed,45-54,Bachelors,Healthcare,rural,Low,,47100.0,2027-05-06
EMPLOYED,35 - 44,Bachelor's,Health,,Low,,50500.0,2027-05-09
unemployed,25_34,High School,Education,urban,HIGH,13.0,43000.0,2027-05-12
,,,Retail,Urban,High,12.0,41900.0,2027-05-13
,18 to 24,High School,Retail,,low,19.0,5800.0,2027-05-14
employed,18-24,Diploma,Finance,Delhi,low,,149300.0,2027-05-15
employed,18 to 24,Bachelor's,Health,Delhi,low,,6500.0,2027-05-16
employed,25-34,Masters,Tech,Bangalore,Low,4.0,122500.0,2027-05-17
EMPLOYED,25_34,Masters,Retail,Mumbai,moderate,,140800.0,2027-05-18
,45-54,Master,Finance,Delhi,,,27100.0,2027-05-20
EMPLOYED,25_34,High School,Technology,Mumbai,HIGH,,110800.0,2027-05-21
UNEMPLOYED,25-34,High School,Tech,rural,Low,,18800.0,2027-05-22
Unemployed,25_34,PhD,Retail,Delhi,Low,29.0,34700.0,2027-05-25
UNEMPLOYED,18-24,High School,,Hyderabad,Medium,,64100.0,2027-05-26
,45-54,,Technology,rural,,,16400.0,2027-05-28
Employed,,Masters,Retail,Hyderabad,Low,14.0,14100.0,2027-05-29
Employed,25-34,Bachelor's,Technology,Hyderabad,HIGH,3.0,82900.0,2027-05-30
employed,35 - 44,PhD,,Delhi,low,,49700.0,2027-05-31
,25_34,Bachelors,Tech,Bangalore,Medium,,118600.0,2027-06-02
Employed,18 to 24,High School,Finance,Bangalore,HIGH,,88600.0,2027-06-05
Employed,45-54,Ph.D,Health,suburban,,,110000.0,2027-06-06
Employed,45-54,Bachelors,Health,rural,High,2.0,20200.0,2027-06-07
Employed,45-54,Diploma,Retail,Hyderabad,moderate,27.0,54800.0,2027-06-08
unemployed,25-34,Ph.D,,urban,High,16.0,53100.0,2027-06-11
,18 to 24,Masters,Retail,urban,low,,39600.0,2027-06-12
Employed,25-34,PhD,Finance,Bangalore,Medium,22.0,60300.0,2027-06-14
Unemployed,,Diploma,Healthcare,suburban,moderate,,50600.0,2027-06-17
EMPLOYED,,Masters,Retail,Hyderabad,Medium,,115300.0,2027-06-19
employed,18-24,High School,Finance,Hyderabad,High,,70900.0,2027-06-20
Employed,25-34,high school,Retail,rural,low,16.0,26200.0,2027-06-21
unemployed,25-34,,Fintech,Urban,HIGH,,145300.0,2027-06-22
EMPLOYED,45-54,Bachelor's,Technology,Mumbai,HIGH,14.0,16400.0,2027-06-25
Employed,18-24,PhD,Technology,Bangalore,,2.0,88000.0,2027-06-26
EMPLOYED,25-34,high school,Education,,High,0.0,98500.0,2027-06-28
EMPLOYED,35 - 44,high school,Health,urban,HIGH,,59000.0,2027-06-30
Unemployed,35 - 44,Master,Healthcare,Hyderabad,low,,119600.0,2027-07-01
Unemployed,35 - 44,PhD,Retail,rural,Medium,3.0,142800.0,2027-07-02
UNEMPLOYED,25-34,PhD,Fintech,rural,High,27.0,28500.0,2027-07-03
employed,18-24,High School,Healthcare,Mumbai,Medium,6.0,37900.0,2027-07-04
UNEMPLOYED,35 - 44,high school,Retail,Hyderabad,Low,4.0,32100.0,2027-07-05
employed,45-54,Diploma,Finance,Delhi,Medium,9.0,89800.0,2027-07-06
UNEMPLOYED,,Master,Health,rural,low,,103100.0,2027-07-07
UNEMPLOYED,,Bachelors,Health,Bangalore,HIGH,,119700.0,2027-07-08
UNEMPLOYED,35 - 44,Master,Technology,suburban,HIGH,26.0,72100.0,2027-07-10
employed,55+,Ph.D,Tech,,Medium,12.0,59400.0,2027-07-12
Employed,55+,Bachelors,Finance,rural,High,,100400.0,2027-07-13
EMPLOYED,,Ph.D,Retail,,Low,,91200.0,2027-07-14
UNEMPLOYED,25-34,Masters,Education,Mumbai,Low,22.0,89300.0,2027-07-15
EMPLOYED,18 to 24,Bachelor's,Healthcare,rural,Medium,,45200.0,2027-07-16
Employed,18-24,Diploma,,suburban,moderate,28.0,132100.0,2027-07-17
Employed,25-34,Diploma,Healthcare,,low,,83300.0,2027-07-18
Employed,,Master,Health,Mumbai,HIGH,,40200.0,2027-07-19
UNEMPLOYED,45-54,Ph.D,Fintech,Urban,High,9.0,132200.0,2027-07-20
Unemployed,18-24,Masters,Retail,Bangalore,HIGH,8.0,139200.0,2027-07-21
UNEMPLOYED,55+,Master,Healthcare,Bangalore,low,11.0,34300.0,2027-07-22
UNEMPLOYED,18-24,high school,Retail,Delhi,low,10.0,133700.0,2027-07-23
unemployed,35 - 44,high school,,Bangalore,,,108500.0,2027-07-24
,35 - 44,Diploma,Finance,Bangalore,low,,61700.0,2027-07-25
UNEMPLOYED,18-24,Ph.D,Health,,High,,79900.0,2027-07-26
Unemployed,55+,PhD,Retail,suburban,moderate,22.0,125000.0,2027-07-27
Unemployed,18-24,high school,Tech,urban,,12.0,95200.0,2027-07-28
EMPLOYED,55+,,,Delhi,,,124800.0,2027-07-29
Employed,25-34,Bachelor's,,Hyderabad,moderate,7.0,104200.0,2027-07-30
,,Masters,Technology,urban,Low,22.0,136300.0,2027-07-31
Employed,18-24,Bachelors,,rural,High,,113400.0,2027-08-03
unemployed,45-54,Bachelor's,Health,rural,Low,24.0,54900.0,2027-08-05
,18-24,Bachelors,Tech,Delhi,moderate,9.0,103000.0,2027-08-06
UNEMPLOYED,25-34,Bachelors,Tech,Delhi,moderate,,86400.0,2027-08-07
Employed,18-24,Ph.D,Technology,urban,low,26.0,76300.0,2027-08-08
,18 to 24,High School,Retail,suburban,low,25.0,139000.0,2027-08-09
unemployed,18-24,,Retail,Urban,Medium,27.0,58600.0,2027-08-10
EMPLOYED,18 to 24,Master,Retail,suburban,low,,135500.0,2027-08-11
Employed,18 to 24,Diploma,Healthcare,Urban,,22.0,68300.0,2027-08-12
Unemployed,55+,Bachelor's,Retail,Delhi,Low,1.0,51700.0,2027-08-13
Unemployed,,PhD,Retail,rural,low,0.0,126100.0,2027-08-15
,18 to 24,Diploma,Finance,Urban,,14.0,93400.0,2027-08-16
,25-34,Masters,Health,Delhi,High,,25200.0,2027-08-18
UNEMPLOYED,25-34,Master,Health,Mumbai,moderate,16.0,114200.0,2027-08-19
,25-34,High School,Retail,Hyderabad,,12.0,103700.0,2027-08-20
Employed,18-24,Bachelors,Education,suburban,moderate,,76200.0,2027-08-21
EMPLOYED,,PhD,,Urban,moderate,3.0,147900.0,2027-08-22
Unemployed,35 - 44,high school,Finance,Urban,Medium,30.0,65500.0,2027-08-23
,25-34,Bachelors,Health,urban,HIGH,28.0,149300.0,2027-08-24
EMPLOYED,,High School,Technology,rural,HIGH,,107700.0,2027-08-27
Employed,55+,PhD,,Bangalore,low,5.0,142800.0,2027-08-29
unemployed,25-34,Ph.D,Fintech,urban,low,,77200.0,2027-08-30
employed,35 - 44,Bachelors,Tech,Bangalore,,,8200.0,2027-08-31
,35 - 44,Diploma,,,High,,38200.0,2027-09-02
unemployed,25_34,Bachelors,Retail,Urban,High,2.0,15200.0,2027-09-04
UNEMPLOYED,55+,Master,Finance,Delhi,moderate,23.0,33200.0,2027-09-06
UNEMPLOYED,18 to 24,high school,Retail,Mumbai,Low,29.0,25900.0,2027-09-07
unemployed,35 - 44,PhD,Health,,Medium,,28800.0,2027-09-08
Unemployed,18-24,high school,Retail,Delhi,low,,41600.0,2027-09-10
,55+,high school,Retail,Delhi,moderate,,16900.0,2027-09-13
EMPLOYED,25-34,Master,Health,Urban,HIGH,25.0,133500.0,2027-09-14
UNEMPLOYED,25-34,Bachelor's,Retail,urban,,,105500.0,2027-09-15
EMPLOYED,35 - 44,Masters,Fintech,Delhi,,,25500.0,2027-09-16
Employed,45-54,High School,Healthcare,,High,7.0,105400.0,2027-09-17
,25-34,High School,Technology,Mumbai,,12.0,34000.0,2027-09-18
UNEMPLOYED,45-54,High School,Fintech,Mumbai,Low,,113200.0,2027-09-19
Employed,,Ph.D,Finance,rural,low,27.0,83600.0,2027-09-20
employed,25-34,Masters,Health,suburban,,3.0,147900.0,2027-09-21
employed,18-24,Ph.D,Fintech,suburban,,4.0,17200.0,2027-09-22
UNEMPLOYED,35 - 44,Masters,Fintech,Hyderabad,Low,,7000.0,2027-09-24
UNEMPLOYED,55+,Master,Healthcare,,HIGH,11.0,77200.0,2027-09-27
employed,18 to 24,Bachelors,Technology,rural,moderate,,137500.0,2027-09-28
UNEMPLOYED,45-54,Diploma,Retail,suburban,Medium,28.0,12600.0,2027-09-29
EMPLOYED,25_34,Bachelor's,Finance,Bangalore,High,18.0,142900.0,2027-09-30
Employed,35 - 44,Ph.D,Technology,Mumbai,low,23.0,129200.0,2027-10-04
,25-34,High School,Retail,Bangalore,low,,68800.0,2027-10-06
EMPLOYED,18 to 24,Diploma,Tech,Urban,High,6.0,103300.0,2027-10-07
Unemployed,25-34,high school,Education,urban,Medium,14.0,63800.0,2027-10-08
,,,,suburban,HIGH,11.0,140300.0,2027-10-09
Employed,55+,Bachelors,Fintech,rural,Low,,73000.0,2027-10-10
unemployed,25_34,high school,Healthcare,Hyderabad,moderate,9.0,114500.0,2027-10-11
Employed,18-24,Diploma,Finance,Delhi,low,13.0,59500.0,2027-10-12
Unemployed,18-24,,Retail,Hyderabad,Medium,25.0,43400.0,2027-10-13
employed,,Bachelor's,Finance,suburban,Medium,,17800.0,2027-10-14
EMPLOYED,45-54,High School,Health,Delhi,,,14100.0,2027-10-15
employed,25_34,,Health,Urban,High,,119400.0,2027-10-18
,55+,Master,Fintech,Delhi,Low,,101200.0,2027-10-19
employed,,Ph.D,Technology,rural,,,96900.0,2027-10-20
,18-24,Masters,Finance,rural,moderate,7.0,80700.0,2027-10-22
,25_34,Diploma,Education,rural,moderate,,30000.0,2027-10-23
